FID,NAME,POP_2010,STATE
7151,Lansdale,16269,PA
7152,White Island Shores,2106,MA
7153,Hammonton,14791,NJ
7154,Sandy Lake,659,PA
7155,Narberth,4282,PA
7156,East Jordan,2351,MI
7157,Marianna,494,PA
7158,Hingham,5650,MA
7159,Washington Court House,14192,OH
7160,Norristown,34324,PA
7161,Hull,10293,MA
7162,Fairfield,42510,OH
7163,Sharon,14038,PA
7164,Traverse City,14674,MI
7165,Midway,913,PA
7166,Kingston,5591,MA
7167,Ashley,1330,OH
7168,Sharpsville,4415,PA
7169,Marshfield,4335,MA
7170,Alpena,10483,MI
7171,Monongahela,4300,PA
7172,Hamilton,62477,OH
7173,Sunbury,4389,OH
7174,Marshfield Hills,2356,MA
7175,Middletown,48694,OH
7176,Sheakleyville,142,PA
7177,Omer,313,MI
7178,New Eagle,2184,PA
7179,Hightstown,5494,NJ
7180,Middleborough,7319,MA
7181,Trenton,11869,OH
7182,Standish,1509,MI
7183,North Charleroi,1313,PA
7184,Stoneboro,1051,PA
7185,Roscoe,812,PA
7186,West Middlesex,863,PA
7187,Au Gres,889,MI
7188,Hopewell,1922,NJ
7189,Hale,-999,IA
7190,Osborne,1431,KS
7191,Speers,1154,PA
7192,Wheatland,632,PA
7193,Bad Axe,3129,MI
7194,New Buffalo,1883,MI
7195,Franklin,1000,NE
7196,Viola,157,DE
7197,Stockdale,502,PA
7198,Avis,1484,PA
7199,Harbor Beach,1703,MI
7200,Niles,11600,MI
7201,Avalon,1334,NJ
7202,Akron,3876,PA
7203,Twilight,233,PA
7204,Port Huron,30184,MI
7205,Beech Creek,701,PA
7206,Washington,13663,PA
7207,Saint Clair,5485,MI
7208,Flemington,1330,PA
7209,Saint Joseph,8365,MI
7210,West Brownsville,992,PA
7211,Loveland,12081,OH
7212,Algonac,4110,MI
7213,Lock Haven,9772,PA
7214,Christiana,1168,PA
7215,Watervliet,1735,MI
7216,Columbia,10400,PA
7217,Amberley,3585,OH
7218,Benton Harbor,10038,MI
7219,West Middletown,139,PA
7220,Marine City,4248,MI
7221,Loganton,468,PA
7222,Denver,3861,PA
7223,Arlington Heights,745,OH
7224,Bridgman,2291,MI
7225,Little Silver,5950,NJ
7226,Marysville,9959,MI
7227,Mill Hall,1613,PA
7228,East Petersburg,4506,PA
7229,Loch Arbour,194,NJ
7230,Northville,5970,MI
7231,Renovo,1228,PA
7232,Blue Ash,12114,OH
7233,Buchanan,4456,MI
7234,Elizabethtown,11545,PA
7235,Plymouth,9132,MI
7236,Cheviot,8375,OH
7237,Long Branch,30719,NJ
7238,Ephrata,13394,PA
7239,Coloma,1483,MI
7240,David City,2906,NE
7241,New Bedford,95072,MA
7242,Cincinnati,296943,OH
7243,Lancaster,59322,PA
7244,River Rouge,7903,MI
7245,Manasquan,5897,NJ
7246,Wahoo,4508,NE
7247,Matawan,8810,NJ
7248,Riverview,12486,MI
7249,Foxburg,183,PA
7250,Rockwood,3289,MI
7251,Avon-by-the-Sea,1901,NJ
7252,Hawthorn,494,PA
7253,Romulus,23989,MI
7254,Neptune City,4869,NJ
7255,Taunton,55874,MA
7256,Deer Park,5736,OH
7257,Lititz,9369,PA
7258,Knox,1146,PA
7259,Southgate,30047,MI
7260,Deal,750,NJ
7261,New Bethlehem,989,PA
7262,Eatontown,12709,NJ
7263,Taylor,63131,MI
7264,Rimersburg,951,PA
7265,Englishtown,1847,NJ
7266,Trenton,18853,MI
7267,Saint Petersburg,400,PA
7268,Allen Park,28210,MI
7269,Shippenville,480,PA
7270,Fair Haven,6121,NJ
7271,Elmwood Place,2188,OH
7272,Manheim,4858,PA
7273,Bliss Corner,5280,MA
7274,Belleville,3991,MI
7275,Sligo,720,PA
7276,Allenhurst,496,NJ
7277,Strattanville,550,PA
7278,Allentown,1828,NJ
7279,Dearborn,98153,MI
7280,Dearborn Heights,57774,MI
7281,Bear Creek Village,257,PA
7282,Asbury Park,16116,NJ
7283,Central City,2934,NE
7284,Atlantic Highlands,4385,NJ
7285,Detroit,713777,MI
7286,Big Run,624,PA
7287,Marietta,2588,PA
7288,West Point,3364,NE
7289,Farmingdale,1329,NJ
7290,Evendale,2767,OH
7291,Ecorse,9512,MI
7292,Forest Park,18720,OH
7293,Millersville,8168,PA
7294,Brockway,2072,PA
7295,Freehold,12052,NJ
7296,Wisner,1170,NE
7297,Flat Rock,9878,MI
7298,Glendale,2155,OH
7299,Mount Joy,7410,PA
7300,Tilden,953,NE
7301,Brookville,3924,PA
7302,Highlands,5005,NJ
7303,Garden City,27692,MI
7304,Newman Grove,721,NE
7305,Golf Manor,3611,OH
7306,Mountville,2802,PA
7307,Gibraltar,4656,MI
7308,Corsica,357,PA
7309,Interlaken,820,NJ
7310,New Holland,5378,PA
7311,Adrian,21133,MI
7312,Greenhills,3615,OH
7313,Grosse Pointe,5421,MI
7314,Keansburg,10105,NJ
7315,Punxsutawney,5962,PA
7316,Quarryville,2576,PA
7317,Morenci,2220,MI
7318,Lincoln Heights,3286,OH
7319,Grosse Pointe Farms,9479,MI
7320,Keyport,7240,NJ
7321,Reynoldsville,2759,PA
7322,Strasburg,2809,PA
7323,Tecumseh,8521,MI
7324,Lockland,3449,OH
7325,Minneapolis,2032,KS
7326,Hudson,2307,MI
7327,Terre Hill,1295,PA
7328,Summerville,528,PA
7329,Grosse Pointe Park,11555,MI
7330,Coshocton,11216,OH
7331,Bourne,1418,MA
7332,Addison,207,PA
7333,Milford,6709,OH
7334,Sykesville,1157,PA
7335,Grosse Pointe Woods,16135,MI
7336,Ambler,6417,PA
7337,Brewster,2000,MA
7338,Benson,191,PA
7339,Carson City,55274,NV
7340,Timblin,157,PA
7341,Bridgeport,4554,PA
7342,Hamtramck,22423,MI
7343,University Park,2548,MD
7344,Buzzards Bay,3859,MA
7345,Berlin,2104,PA
7346,Harper Woods,14236,MI
7347,Worthville,67,PA
7348,Bryn Athyn,1375,PA
7349,Boswell,1277,PA
7350,Upper Marlboro,631,MD
7351,Chatham,1421,MA
7352,Highland Park,11776,MI
7353,White Plains,56853,NY
7354,Collegeville,5089,PA
7355,Dennis,2407,MA
7356,Vienna,15687,VA
7357,Casselman,94,PA
7358,Conshohocken,7833,PA
7359,Inkster,25369,MI
7360,Yonkers,195976,NY
7361,Dennis Port,3162,MA
7362,Merriam,11003,KS
7363,Central City,1124,PA
7364,East Greenville,2951,PA
7365,Lincoln Park,38144,MI
7366,Andover,606,NJ
7367,Mission,9323,KS
7368,Green Lane,508,PA
7369,Livonia,96942,MI
7370,Franklin,5045,NJ
7371,Confluence,780,PA
7372,East Dennis,2753,MA
7373,Garrett,456,PA
7374,East Falmouth,6038,MA
7375,Mission Hills,3498,KS
7376,Melvindale,10715,MI
7377,Hamburg,3277,NJ
7378,Olathe,125872,KS
7379,Hooversville,645,PA
7380,East Harwich,4872,MA
7381,Monroe,20733,MI
7382,Hopatcong,15147,NJ
7383,Overland Park,173372,KS
7384,Indian Lake,394,PA
7385,East Sandwich,3940,MA
7386,Benton,824,PA
7387,Petersburg,1146,MI
7388,Berwick,10477,PA
7389,Luna Pier,1436,MI
7390,Falmouth,3799,MA
7391,Falls Church,12332,VA
7392,Jennerstown,695,PA
7393,Meyersdale,2184,PA
7394,Forestdale,4099,MA
7395,Brunswick,34255,OH
7396,Belcourt,2078,ND
7397,Osage City,2943,KS
7398,Alexandria,139966,VA
7399,New Baltimore,180,PA
7400,Medina,26678,OH
7401,Arnold,2960,MN
7402,Harwich Port,1644,MA
7403,Manassas Park,14273,VA
7404,New Centerville,133,PA
7405,West Chatham,1410,MA
7406,Brookston,141,MN
7407,Brisbin,411,PA
7408,Ponemah,724,MN
7409,Manassas,37821,VA
7410,Paint,1023,PA
7411,Burnside,234,PA
7412,West Dennis,2242,MA
7413,Rockwood,890,PA
7414,Ottawa,12649,KS
7415,West Falmouth,1738,MA
7416,Red Lake,1731,MN
7417,Chester Hill,883,PA
7418,Salisbury,727,PA
7419,Osawatomie,4447,KS
7420,West Yarmouth,6012,MA
7421,Redby,1334,MN
7422,Shanksville,237,PA
7423,Clearfield,6215,PA
7424,Vienna,271,MD
7425,Woods Hole,781,MA
7426,Fort Totten,1243,ND
7427,Somerset,6277,PA
7428,Marion,1927,KS
7429,Yarmouth Port,5320,MA
7430,Coalport,523,PA
7431,Stoystown,355,PA
7432,Harrisonburg,48914,VA
7433,Bronson,2349,MI
7434,Mandaree,596,ND
7435,Ursina,225,PA
7436,Curwensville,2542,PA
7437,Fredericksburg,24286,VA
7438,Coldwater,10945,MI
7439,Wellersburg,181,PA
7440,Newton,19132,KS
7441,Reading,1078,MI
7442,Windber,4138,PA
7443,Nickerson,1070,KS
7444,Hillsdale,8305,MI
7445,Medford Lakes,4146,NJ
7446,Waynesboro,21006,VA
7447,Litchfield,1369,MI
7448,Fieldsboro,540,NJ
7449,Wachapreague,232,VA
7450,Sturgis,10994,MI
7451,Mantoloking,296,NJ
7452,Brooks,141,MN
7453,DuBois,7794,PA
7454,Urbanna,476,VA
7455,Naytahwaush,578,MN
7456,Glen Hope,142,PA
7457,Three Rivers,7811,MI
7458,Barnegat Light,574,NJ
7459,Buena Vista,6650,VA
7460,Bay Head,968,NJ
7461,Mullinville,255,KS
7462,Dowagiac,5879,MI
7463,Harvey Cedars,337,NJ
7464,Neodesha,2486,KS
7465,Grampian,356,PA
7466,New Hartford Center,1385,CT
7467,Island Heights,1673,NJ
7468,Mulberry,520,KS
7469,Houtzdale,797,PA
7470,New Milford,6523,CT
7471,Irvona,647,PA
7472,Bexley,13057,OH
7473,Lumber City,76,PA
7474,Lynchburg,75568,VA
7475,New Preston,1182,CT
7476,Mahaffey,368,PA
7477,Oakville,9047,CT
7478,Columbus,787033,OH
7479,Vinton,8098,VA
7480,Terryville,5387,CT
7481,Grandview Heights,6536,OH
7482,Oswego,1829,KS
7483,Winsted,7712,CT
7484,Upper Arlington,33771,OH
7485,Roanoke,97032,VA
7486,Tekamah,1736,NE
7487,Westerville,36120,OH
7488,Hopewell,22591,VA
7489,Newington,30562,CT
7490,Whitehall,18062,OH
7491,Colonial Heights,17411,VA
7492,North Granby,1944,CT
7493,Springfield,60608,OH
7494,Petersburg,32420,VA
7495,Tariffville,1324,CT
7496,Oberlin,1788,KS
7497,Newport News,180719,VA
7498,Thompsonville,8577,CT
7499,Norton,2928,KS
7500,Poquoson,12150,VA
7501,Weatogue,2776,CT
7502,Marysville,3294,KS
7503,Radford,16408,VA
7504,West Hartford,63268,CT
7505,Magnolia,4341,NJ
7506,Victoria,1725,VA
7507,West Simsbury,2447,CT
7508,Merchantville,3821,NJ
7509,Hampton,137436,VA
7510,Wethersfield,26668,CT
7511,Wakefield,927,VA
7512,Windsor Locks,12498,CT
7513,Barrington,6983,NJ
7514,Virgilina,154,VA
7515,Mansfield Center,947,CT
7516,Mount Ephraim,4676,NJ
7517,Norfolk,242803,VA
7518,Rockville,7474,CT
7519,Clementon,5000,NJ
7520,Norton,3958,VA
7521,Stafford Springs,4988,CT
7522,Collingswood,13926,NJ
7523,Virginia Beach,437994,VA
7524,Storrs,15344,CT
7525,Audubon,8819,NJ
7526,Portsmouth,95535,VA
7527,Moosup,3231,CT
7528,Gibbsboro,2274,NJ
7529,Suffolk,84585,VA
7530,North Grosvenor Dale,1530,CT
7531,Gloucester City,11456,NJ
7532,Chesapeake,222209,VA
7533,Putnam,7214,CT
7534,Haddonfield,11593,NJ
7535,Emporia,5927,VA
7536,Quinebaug,1133,CT
7537,Haddon Heights,7473,NJ
7538,South Windham,1421,CT
7539,Hi-Nella,870,NJ
7540,Franklin,8582,VA
7541,South Woodstock,1291,CT
7542,Lancaster,38780,OH
7543,Galax,7042,VA
7544,Wauregan,1205,CT
7545,Huber Heights,38101,OH
7546,Danville,43055,VA
7547,Bristol,17835,VA
7548,Willimantic,17737,CT
7549,Kettering,56163,OH
7550,Pawtucket,71148,RI
7551,Moraine,6307,OH
7552,Agnos,-999,AR
7553,Oakwood,9202,OH
7554,Weathers,-999,AR
7555,Central Falls,19376,RI
7556,Cranston,80387,RI
7557,Vandalia,15246,OH
7558,Bee Branch,-999,AR
7559,East Providence,47037,RI
7560,West Carrollton,13143,OH
7561,Cass,-999,AR
7562,Providence,178042,RI
7563,Yale,-999,AR
7564,National Park,3036,NJ
7565,Woonsocket,41186,RI
7566,Glassboro,18579,NJ
7567,Appleton,-999,AR
7568,Cumberland Hill,7934,RI
7569,Center Hill,-999,AR
7570,Xenia,25719,OH
7571,Greenville,8658,RI
7572,Elmer,1395,NJ
7573,Blackwell,-999,AR
7574,Harrisville,1605,RI
7575,Longport,895,NJ
7576,Y City,-999,AR
7577,Pascoag,4577,RI
7578,Margate City,6354,NJ
7579,Black Fork,-999,AR
7580,Valley Falls,11547,RI
7581,Corbin City,492,NJ
7582,Blue Ball,-999,AR
7583,Egg Harbor City,4243,NJ
7584,Blossburg,1538,PA
7585,Boles,-999,AR
7586,Estell Manor,1735,NJ
7587,Elkland,1821,PA
7588,Cauthron,-999,AR
7589,Knoxville,629,PA
7590,Absecon,8411,NJ
7591,Cedar Creek,-999,AR
7592,Lawrenceville,581,PA
7593,Atlantic City,39558,NJ
7594,Folsom,1885,NJ
7595,Blackton,-999,AR
7596,Caddo Gap,-999,AR
7597,Big Fork,-999,AR
7598,Bayou Meto,-999,AR
7599,Casscoe,-999,AR
7600,Beirne,-999,AR
7601,Liberty,249,PA
7602,Mansfield,3625,PA
7603,Roseville,189,PA
7604,Tioga,666,PA
7605,Wellsboro,3263,PA
7606,Westfield,1064,PA
7607,Austin,562,PA
7608,Coudersport,2546,PA
7609,Galeton,1149,PA
7610,Oswayo,139,PA
7611,Shinglehouse,1127,PA
7612,Ulysses,621,PA
7613,Bethany,246,PA
7614,Hawley,1211,PA
7615,Honesdale,4480,PA
7616,Prompton,250,PA
7617,Starrucca,173,PA
7618,Waymart,1341,PA
7619,Forest City,1911,PA
7620,Friendsville,111,PA
7621,Great Bend,734,PA
7622,Hallstead,1303,PA
7623,Hop Bottom,337,PA
7624,Lanesboro,506,PA
7625,Little Meadows,273,PA
7626,Montrose,1617,PA
7627,New Milford,868,PA
7628,Oakland,616,PA
7629,Susquehanna,1643,PA
7630,Thompson,299,PA
7631,Union Dale,267,PA
7632,Bear Lake,164,PA
7633,Clarendon,450,PA
7634,Sugar Grove,614,PA
7635,Warren,9710,PA
7636,Youngsville,1729,PA
7637,Tidioute,688,PA
7638,Conneaut,12841,OH
7639,North Kingsville,2923,OH
7640,Roaming Shores,1508,OH
7641,Downey,-999,IA
7642,Hamlin,-999,IA
7643,Ross,-999,IA
7644,Newburg,-999,IA
7645,Warwick,82672,RI
7646,Columbus,22111,NE
7647,Fremont,26397,NE
7648,Broken Bow,3559,NE
7649,Long Hill,4205,CT
7650,Mystic,4205,CT
7651,Niantic,3114,CT
7652,Noank,1796,CT
7653,Old Mystic,3554,CT
7654,Pawcatuck,5624,CT
7655,Poquonock Bridge,1727,CT
7656,Newport,24672,RI
7657,Melville,1320,RI
7658,Tiverton,7557,RI
7659,Ridgefield,7645,CT
7660,Stratford,51384,CT
7661,Trumbull,36018,CT
7662,Westport,26391,CT
7663,Ashaway,1485,RI
7664,Bradford,1406,RI
7665,Hope Valley,1612,RI
7666,Kingston,6974,RI
7667,Narragansett,3409,RI
7668,Peace Dale,8487,RI
7669,Westerly,17936,RI
7670,Moodus,1413,CT
7671,Portland,5862,CT
7672,Saybrook Manor,1052,CT
7673,North Haven,24093,CT
7674,Orange,13956,CT
7675,Archbald,6984,PA
7676,Blakely,6564,PA
7677,Carbondale,8891,PA
7678,Clarks Green,1476,PA
7679,Clarks Summit,5116,PA
7680,Dalton,1234,PA
7681,Dickson City,6070,PA
7682,Dunmore,14057,PA
7683,Jermyn,2169,PA
7684,Jessup,4676,PA
7685,Mayfield,1807,PA
7686,Moosic,5719,PA
7687,Moscow,2026,PA
7688,Old Forge,8313,PA
7689,Olyphant,5151,PA
7690,Scranton,76089,PA
7691,Taylor,6263,PA
7692,Throop,4088,PA
7693,Vandling,751,PA
7694,Highland Hills,1130,OH
7695,Bay Village,15651,OH
7696,Beachwood,11953,OH
7697,Bedford,13074,OH
7698,Bedford Heights,10751,OH
7699,Bentleyville,864,OH
7700,Howell,9489,MI
7701,Newburgh Heights,2167,OH
7702,East Lansing,48579,MI
7703,Lansing,114297,MI
7704,Watertown,23861,WI
7705,Newburg,92,PA
7706,Jefferson,7973,WI
7707,Leslie,1851,MI
7708,New Washington,59,PA
7709,Johnson Creek,2738,WI
7710,Osceola Mills,1141,PA
7711,Mason,8252,MI
7712,Lake Mills,5708,WI
7713,Ramey,451,PA
7714,Olivet,1605,MI
7715,Fort Atkinson,12368,WI
7716,Troutville,243,PA
7717,Palmyra,1781,WI
7718,Potterville,2617,MI
7719,Wallaceton,313,PA
7720,Sussex,10518,WI
7721,Charlotte,9074,MI
7722,Westover,390,PA
7723,Wales,2549,WI
7724,Eaton Rapids,5214,MI
7725,East Stroudsburg,9840,PA
7726,Waukesha,70718,WI
7727,Grand Ledge,7786,MI
7728,Mount Pocono,3170,PA
7729,Hartland,9110,WI
7730,Hastings,7350,MI
7731,Stroudsburg,5567,PA
7732,Lac La Belle,290,WI
7733,Otsego,3956,MI
7734,Delaware Water Gap,746,PA
7735,Elm Grove,5934,WI
7736,Plainwell,3804,MI
7737,Clifton,84136,NJ
7738,Brookfield,37920,WI
7739,Saugatuck,925,MI
7740,Haledon,8318,NJ
7741,Allegan,4998,MI
7742,Hawthorne,18791,NJ
7743,Butler,1841,WI
7744,Seven Fields,2887,PA
7745,Lannon,1107,WI
7746,Fennville,1398,MI
7747,Elderton,356,PA
7748,Big Bend,1290,WI
7749,Pittsfield,44737,MA
7750,Ford City,2991,PA
7751,Chenequa,590,WI
7752,Adams,5515,MA
7753,Ford Cliff,371,PA
7754,Delafield,7085,WI
7755,Williamstown,4325,MA
7756,Freeport,1813,PA
7757,Dousman,2302,WI
7758,Housatonic,1109,MA
7759,Kittanning,4044,PA
7760,Eagle,1950,WI
7761,Lee,2051,MA
7762,Leechburg,2156,PA
7763,Menomonee Falls,35626,WI
7764,Manorville,410,PA
7765,Lenox,1675,MA
7766,Merton,3346,WI
7767,North Apollo,1297,PA
7768,Millers Falls,1139,MA
7769,Mukwonago,7355,WI
7770,Parker,840,PA
7771,Somerville,75754,MA
7772,Woburn,38120,MA
7773,Muskego,24135,WI
7774,Salina,-999,IA
7775,Highland Center,-999,IA
7776,Arlington,42844,MA
7777,Nashotah,1395,WI
7778,Norwood,-999,IA
7779,Ayer,2868,MA
7780,New Berlin,39584,WI
7781,Morton Mills,-999,IA
7782,Belmont,24729,MA
7783,North Prairie,2141,WI
7784,Mount Etna,-999,IA
7785,Burlington,24498,MA
7786,Oconomowoc,15759,WI
7787,Nevinville,-999,IA
7788,Cochituate,6569,MA
7789,Oconomowoc Lake,595,WI
7790,Hartleton,283,PA
7791,Pewaukee village,8166,WI
7792,East Pepperell,2059,MA
7793,Framingham,68318,MA
7794,Lewisburg,5792,PA
7795,Pewaukee,13195,WI
7796,Shorewood,13162,WI
7797,Groton,1124,MA
7798,Mifflinburg,3540,PA
7799,West Concord,6028,MA
7800,New Berlin,873,PA
7801,South Milwaukee,21156,WI
7802,Little Ferry,10626,NJ
7803,Wauwatosa,46396,WI
7804,Wilmington,22325,MA
7805,West Allis,60411,WI
7806,Winchester,21374,MA
7807,Lodi,24136,NJ
7808,West Milwaukee,4206,WI
7809,Hopkinton,2550,MA
7810,Maywood,9555,NJ
7811,Whitefish Bay,14110,WI
7812,Cliffside Park,23594,NJ
7813,Hudson,14907,MA
7814,Lexington,31394,MA
7815,Glendale,12872,WI
7816,Closter,8373,NJ
7817,Littleton Common,2789,MA
7818,Greendale,14046,WI
7819,Cresskill,8573,NJ
7820,Demarest,4881,NJ
7821,Maynard,10106,MA
7822,Greenfield,36720,WI
7823,Dumont,17479,NJ
7824,Athol,8265,MA
7825,Hales Corners,7692,WI
7826,East Rutherford,8913,NJ
7827,Baldwinville,2028,MA
7828,Brown Deer,11999,WI
7829,Edgewater,11513,NJ
7830,Barre,1009,MA
7831,Fox Point,6701,WI
7832,Clinton,7389,MA
7833,Elmwood Park,19403,NJ
7834,Franklin,35451,WI
7835,Cordaville,2650,MA
7836,Emerson,7401,NJ
7837,Bayside,4389,WI
7838,East Brookfield,1323,MA
7839,Cudahy,18267,WI
7840,Englewood,27147,NJ
7841,East Douglas,2557,MA
7842,Milwaukee,594833,WI
7843,Englewood Cliffs,5281,NJ
7844,Fiskdale,2583,MA
7845,Fair Lawn,32457,NJ
7846,Oak Creek,34451,WI
7847,Warren,1405,MA
7848,Fairview,13835,NJ
7849,River Hills,1597,WI
7850,Webster,11412,MA
7851,Allendale,6505,NJ
7852,Saint Francis,9365,WI
7853,Alpine,1849,NJ
7854,Westborough,4045,MA
7855,Keene,23409,NH
7856,Fort Lee,35345,NJ
7857,West Brookfield,1413,MA
7858,Hinsdale,1548,NH
7859,Whitinsville,6704,MA
7860,Franklin Lakes,10590,NJ
7861,Jaffrey,2757,NH
7862,Winchendon,4213,MA
7863,Garfield,30487,NJ
7864,Marlborough,1094,NH
7865,Hopedale,3753,MA
7866,Glen Rock,11601,NJ
7867,West Swanzey,1308,NH
7868,Lunenburg,1760,MA
7869,Hackensack,43010,NJ
7870,Winchester,1733,NH
7871,Milford,25055,MA
7872,Harrington Park,4664,NJ
7873,Utica,65,SD
7874,Silver Lake,2411,WI
7875,Hasbrouck Heights,11842,NJ
7876,Volin,161,SD
7877,Twin Lakes,5989,WI
7878,Haworth,3382,NJ
7879,Yankton,14454,SD
7880,Kenosha,99218,WI
7881,Hillsdale,10219,NJ
7882,Gayville,407,SD
7883,Bristol,2584,WI
7884,Ho-Ho-Kus,4078,NJ
7885,Irene,420,SD
7886,Paddock Lake,2992,WI
7887,Struthers,10713,OH
7888,Lesterville,127,SD
7889,Pleasant Prairie,19719,WI
7890,Youngstown,66982,OH
7891,Mission Hill,177,SD
7892,Oneida,-999,IA
7893,Palmerton,5414,PA
7894,Robinson,-999,IA
7895,Parryville,525,PA
7896,Scotland,841,SD
7897,Amherst,19065,MA
7898,Summit Hill,3034,PA
7899,Springfield,1989,SD
7900,Belchertown,2899,MA
7901,McAdoo,2300,PA
7902,Tabor,423,SD
7903,Granby,1368,MA
