FID,NAME,POP_2010,STATE
10227,Tuscumbia,8423,AL
10228,Black Mountain,7848,NC
10229,Benson,3311,NC
10230,Medon,178,TN
10231,Bladenboro,1750,NC
10232,Canton,4227,NC
10233,Bauxite,487,AR
10234,Wiederkehr Village,38,AR
10235,Shannon Hills,3143,AR
10236,Van Buren,22791,AR
10237,Traskwood,518,AR
10238,Aurora,520,NC
10239,Bath,249,NC
10240,Alto,1172,GA
10241,Belhaven,1688,NC
10242,Washington,9744,NC
10243,Blenheim,154,SC
10244,Senatobia,8165,MS
10245,Black Springs,99,AR
10246,Atkinson,299,NC
10247,Burgaw,3872,NC
10248,Mena,5737,AR
10249,Avalon,213,GA
10250,Toccoa,8491,GA
10251,Marvell,1186,AR
10252,Bethune,334,SC
10253,Summerville,4534,GA
10254,Almyra,283,AR
10255,Stuttgart,9326,AR
10256,Abbeville,419,MS
10257,Marks,1735,MS
10258,Lula,2758,GA
10259,Saltillo,4752,MS
10260,Tupelo,34546,MS
10261,Verona,3006,MS
10262,Malvern,10318,AR
10263,Bowersville,465,GA
10264,Sheridan,4603,AR
10265,White Hall,5526,AR
10266,Boardman,157,NC
10267,Bolton,691,NC
10268,Brunswick,1119,NC
10269,Whiteville,5394,NC
10270,Calhoun Falls,2004,SC
10271,White,670,GA
10272,Waleska,644,GA
10273,Woodstock,23896,GA
10274,Carolina Beach,5706,NC
10275,Wilmington,106476,NC
10276,Algoma,590,MS
10277,Belville,1936,NC
10278,Bolivia,143,NC
10279,Calabash,1786,NC
10280,Carolina Shores,3048,NC
10281,Southport,2833,NC
10282,Antoine,117,AR
10283,Caddo Valley,635,AR
10284,Bear Creek,1070,AL
10285,Brilliant,900,AL
10286,Winfield,4717,AL
10287,Baileyton,610,AL
10288,Addison,758,AL
10289,Arley,357,AL
10290,Loris,2396,SC
10291,Atlantic Beach,334,SC
10292,Aynor,560,SC
10293,Briarcliffe Acres,457,SC
10294,Marion,6939,SC
10295,Braselton,7511,GA
10296,Arcadia Lakes,861,SC
10297,Blythewood,2034,SC
10298,Allgood,622,AL
10299,Blountsville,1684,AL
10300,Hayden,444,AL
10301,Picayune,10878,MS
10302,Poplarville,2894,MS
10303,Ponchatoula,6559,LA
10304,Pensacola,51923,FL
10305,Milton,8826,FL
10306,Crestview,20978,FL
10307,Destin,12305,FL
10308,Niceville,12749,FL
10309,Laurel Hill,537,FL
10310,De Funiak Springs,5177,FL
10311,Windy Hills,2385,KY
10312,Highland Lake,412,AL
10313,Oakdale,7780,LA
10314,Woodland Hills,696,KY
10315,Altoona,933,AL
10316,DeRidder,10578,LA
10317,Worthington Hills,1446,KY
10318,Southside,8412,AL
10319,Opelousas,16634,LA
10320,West Columbia,14988,SC
10321,Shelbyville,14045,KY
10322,Chipley,3605,FL
10323,Water Valley,3392,MS
10324,Simpsonville,2484,KY
10325,Moss Point,13704,MS
10326,Salt Lick,303,KY
10327,Lockesburg,739,AR
10328,Ocean Springs,17442,MS
10329,Ben Lomond,145,AR
10330,Sharpsburg,323,KY
10331,Pascagoula,22392,MS
10332,Louisa,2467,KY
10333,Sandy Springs,93853,GA
10334,Covington,8765,LA
10335,Union City,19456,GA
10336,Sandy Hook,675,KY
10337,Chattahoochee,3652,FL
10338,Lexington,295803,KY
10339,Star City,2274,AR
10340,Midway,3004,FL
10341,Versailles,8568,KY
10342,Sumter,40524,SC
10343,Quincy,7972,FL
10344,D'Iberville,9486,MS
10345,Taylorsville,763,KY
10346,Lilburn,11596,GA
10347,Shepherdsville,11222,KY
10348,Snellville,18242,GA
10349,Pass Christian,4613,MS
10350,West Liberty,3435,KY
10351,Sugar Hill,18522,GA
10352,Monticello,2506,FL
10353,Winchester,18368,KY
10354,Port Allen,5180,LA
10355,Suwanee,15355,GA
10356,Denham Springs,10215,LA
10357,Bruce,1939,MS
10358,Sonora,513,KY
10359,Vine Grove,4520,KY
10360,Calhoun City,1774,MS
10361,Jasper,4546,FL
10362,Lake City,12046,FL
10363,Sparkman,427,AR
10364,West Point,797,KY
10365,Bethlehem,601,GA
10366,Wilmore,3686,KY
10367,Neptune Beach,7037,FL
10368,Carl,255,GA
10369,Jacksonville,821784,FL
10370,Warfield,269,KY
10371,Statham,2408,GA
10372,Stanton,2733,KY
10373,Jacksonville Beach,21362,FL
10374,Winder,14099,GA
10375,Mexico Beach,1072,FL
10376,Whitesville,552,KY
10377,Alligator,208,MS
10378,Panama City,36484,FL
10379,Mackville,222,KY
10380,Benoit,477,MS
10381,Panama City Beach,12018,FL
10382,Springfield,2519,KY
10383,Beulah,348,MS
10384,Parker,4317,FL
10385,Willisburg,282,KY
10386,London,1039,AR
10387,Boyle,650,MS
10388,Plaquemine,7119,LA
10389,Sturgis,1898,KY
10390,Hector,450,AR
10391,Shaw,1952,MS
10392,DeQuincy,3235,LA
10393,Uniontown,1002,KY
10394,Higden,120,AR
10395,Waverly,308,KY
10396,Lake Charles,71993,LA
10397,Shelby,2229,MS
10398,Marked Tree,2566,AR
10399,Jennings,10383,LA
10400,McGehee,4219,AR
10401,Salyersville,1883,KY
10402,Trumann,7243,AR
10403,Martin,634,KY
10404,Crowley,13265,LA
10405,Watson,211,AR
10406,Tyronza,762,AR
10407,Braswell,379,GA
10408,Wayland,426,KY
10409,Rayne,7953,LA
10410,Weiner,716,AR
10411,Mary Esther,3851,FL
10412,Carencro,7526,LA
10413,Valparaiso,5036,FL
10414,Manchester,10102,TN
10415,Marietta,56579,GA
10416,Wheelwright,780,KY
10417,Vicksburg,23856,MS
10418,Wiggins,4390,MS
10419,Smyrna,51271,GA
10420,McHenry,388,KY
10421,Tullahoma,18655,TN
10422,Lafayette,120623,LA
10423,Springfield,2852,GA
10424,Arnaudville,1057,LA
10425,Tuskegee,9865,AL
10426,Donaldsonville,7436,LA
10427,Bell Buckle,500,TN
10428,Beaverton,201,AL
10429,Upton,683,KY
10430,Perry,7017,FL
10431,Vernon,687,FL
10432,Arcadia,2919,LA
10433,Shelbyville,20335,TN
10434,Sulligent,1927,AL
10435,Loretto,713,KY
10436,Kenner,66702,LA
10437,Vernon,2000,AL
10438,Livermore,1365,KY
10439,Hickory,530,MS
10440,Bryson City,1424,NC
10441,Callahan,1123,FL
10442,Port Saint Joe,3445,FL
10443,Bolton,567,MS
10444,Madisonville,4577,TN
10445,Zachary,14960,LA
10446,Winterville,1122,GA
10447,Sacramento,468,KY
10448,Winona,5043,MS
10449,Sweetwater,5764,TN
10450,Mandeville,11560,LA
10451,Keystone Heights,1350,FL
10452,Washington,180,AR
10453,Sebree,1603,KY
10454,Thomson,6778,GA
10455,Tallulah,7335,LA
10456,Atoka,8387,TN
10457,Slaughters,216,KY
10458,Lovejoy,6422,GA
10459,Linden,2123,AL
10460,Abita Springs,2365,LA
10461,Kaplan,4600,LA
10462,Sumiton,2520,AL
10463,Wheatcroft,160,KY
10464,Locust Grove,5402,GA
10465,Brighton,2735,TN
10466,Marshallville,1448,GA
10467,Slidell,27068,LA
10468,Lawtey,730,FL
10469,Washington,4134,GA
10470,McDonough,22084,GA
10471,Burlison,425,TN
10472,Soperton,3115,GA
10473,Havana,1754,FL
10474,Lake Butler,1897,FL
10475,Stanford,3487,KY
10476,Springville,4080,AL
10477,Stockbridge,25636,GA
10478,New Iberia,30617,LA
10479,McKee,800,KY
10480,Lincolnton,1566,GA
10481,Tallahassee,181376,FL
10482,Benton,49,AL
10483,Calhoun,490,TN
10484,Texarkana,29919,AR
10485,Jeanerette,5530,LA
10486,Lithonia,1924,GA
10487,Madisonville,19591,KY
10488,Long Beach,14792,MS
10489,Hayneville,932,AL
10490,Broadway,1229,NC
10491,Camak,138,GA
10492,Carrabelle,2778,FL
10493,Stone Mountain,5802,GA
10494,Saint Charles,277,KY
10495,Weaver,3038,AL
10496,Sanford,28094,NC
10497,Warrenton,1937,GA
10498,Morgan City,12404,LA
10499,Addis,3593,LA
10500,Winnsboro,4910,LA
10501,White Plains,884,KY
10502,Bishop,224,GA
10503,Bostic,386,NC
10504,Brookwood,1828,AL
10505,Alston,159,GA
10506,Liberty,2168,KY
10507,Brusly,2589,LA
10508,Patterson,6112,LA
10509,Bogart,1034,GA
10510,Angier,4350,NC
10511,Marion,3039,KY
10512,Madison,2843,FL
10513,Watkinsville,2832,GA
10514,Newberry,4950,FL
10515,Tuscaloosa,90468,AL
10516,Uvalda,598,GA
10517,Belwood,950,NC
10518,Livingston,226,KY
10519,Waveland,6435,MS
10520,Higgston,323,GA
10521,Bluff City,124,AR
10522,Hawthorne,1417,FL
10523,Boiling Springs,4647,NC
10524,Vicco,334,KY
10525,Altha,536,FL
10526,Starkville,23888,MS
10527,Lyons,4367,GA
10528,Baldwin,1425,FL
10529,Shelby,20323,NC
10530,Brooks,524,GA
10531,Salem,752,KY
10532,High Springs,5350,FL
10533,Bodcaw,138,AR
10534,Macclenny,6374,FL
10535,Santa Claus,165,GA
10536,Lincolnton,10486,NC
10537,Crescent City,1577,FL
10538,Cale,79,AR
10539,Blythe,721,GA
10540,Smithland,301,KY
10541,Palatka,10558,FL
10542,Wilton,374,AR
10543,Carrollton,1019,AL
10544,South Carrollton,184,KY
10545,Lynn Haven,18493,FL
10546,Vidalia,10473,GA
10547,McRae,682,AR
10548,Searcy,22858,AR
10549,Woodbury,90,KY
10550,Springfield,8903,FL
10551,Mansfield,5001,LA
10552,Houma,33727,LA
10553,Winthrop,192,AR
10554,Ackerman,1510,MS
10555,Saint Martinville,6114,LA
10556,Manassas,94,GA
10557,Higginson,621,AR
10558,Manchester,1255,KY
10559,Manning,4108,SC
10560,Arcola,361,MS
10561,Palm Coast,75180,FL
10562,Butler,1894,AL
10563,Altamont,1045,TN
10564,Loganville,10458,GA
10565,Senoia,3307,GA
10566,Cedar Key,702,FL
10567,Science Hill,693,KY
10568,Henderson,1674,LA
10569,Alamo,2797,GA
10570,Beersheba Springs,477,TN
10571,Chiefland,2245,FL
10572,Somerset,11196,KY
10573,Between,296,GA
10574,Bonneau,487,SC
10575,Saint Gabriel,6677,LA
10576,Aberdeen,6350,NC
10577,Union Springs,3980,AL
10578,Sulphur,20410,LA
10579,London,7993,KY
10580,Social Circle,4262,GA
10581,Lineville,2395,AL
10582,Ocala,56315,FL
10583,Cameron,285,NC
10584,Lilly,213,GA
10585,Whitesburg,2139,KY
10586,Walnut Grove,1330,GA
10587,Westlake,4568,LA
10588,Daytona Beach,61005,FL
10589,Ashland,2037,AL
10590,Byromville,546,GA
10591,Biscoe,1700,NC
10592,Belk,215,AL
10593,Live Oak,6850,FL
10594,Wickliffe,688,KY
10595,Blackville,2406,SC
10596,Daytona Beach Shores,4247,FL
10597,Unadilla,3796,GA
10598,Candor,840,NC
10599,Stamps,1693,AR
10600,DeBary,19320,FL
10601,Berry,1148,AL
10602,Branford,712,FL
10603,Smiths Grove,714,KY
10604,Vienna,4011,GA
10605,Locust,2930,NC
10606,DeLand,27031,FL
10607,Youngsville,8105,LA
10608,Woodburn,355,KY
10609,Tallapoosa,3170,GA
10610,Sparta,1400,GA
10611,Savannah,136286,GA
10612,Magnolia,11577,AR
10613,Trenton,384,KY
10614,Badin,1974,NC
10615,Deltona,85182,FL
10616,Scott,8614,LA
10617,Waco,516,GA
10618,Tybee Island,2990,GA
10619,Saint Marks,293,FL
10620,McNeil,516,AR
10621,Waynesboro,2449,TN
10622,New Smyrna Beach,22464,FL
10623,Loyall,1461,KY
10624,Hemingway,459,SC
10625,Lumpkin,2741,GA
10626,Sopchoppy,457,FL
10627,Taylor,566,AR
10628,Loretto,1714,TN
10629,Oak Hill,1792,FL
10630,Lynch,747,KY
10631,Cameron,424,SC
10632,Heidelberg,718,MS
10633,Saint Augustine,12975,FL
10634,Waldo,1372,AR
10635,Saint Joseph,782,TN
10636,Orange City,10599,FL
10637,Wallins Creek,156,KY
10638,Burnettown,2673,SC
10639,Lumber City,1328,GA
10640,Bamberg,3607,SC
10641,Mansfield,1139,AR
10642,Ormond Beach,38137,FL
10643,Saint Augustine Beach,6176,FL
10644,Williamsburg,5245,KY
10645,Lipscomb,2210,AL
10646,McRae,5740,GA
10647,Port Orange,56048,FL
10648,Westwego,8534,LA
10649,Wilmot,550,AR
10650,Wynne,8367,AR
10651,Mayfield,10024,KY
10652,Argo,4071,AL
10653,Scotland,366,GA
10654,Holly Hill,11659,FL
10655,Wewahitchka,1981,FL
10656,Smackover,1865,AR
10657,McCrory,1729,AR
10658,Water Valley,279,KY
10659,Winnfield,4840,LA
10660,Brookside,1363,AL
10661,Lake Helen,2624,FL
10662,Brooker,338,FL
10663,Marion,12345,AR
10664,Strong,558,AR
10665,Wingo,632,KY
10666,Campti,1056,LA
10667,Cardiff,55,AL
10668,Clermont,28742,FL
10669,Starke,5449,FL
10670,Anthonyville,161,AR
10671,Sunny Side,134,GA
10672,Scottsville,4226,KY
10673,Blue Springs,96,AL
10674,Tarrant,6397,AL
10675,Minneola,9403,FL
10676,Turrell,615,AR
10677,Louisville,2493,GA
10678,Baldwin,2436,LA
10679,Tompkinsville,2402,KY
10680,Walthourville,4111,GA
10681,Trussville,19933,AL
10682,Mount Dora,12370,FL
10683,West Memphis,26245,AR
10684,Berwick,4946,LA
10685,Springfield,16440,TN
10686,Bartow,286,GA
10687,Banks,179,AL
10688,Vestavia Hills,34033,AL
10689,Hickory Valley,99,TN
10690,Leesburg,20117,FL
10691,Stapleton,438,GA
10692,White House,10255,TN
10693,Waldo,1015,FL
10694,Troy,18033,AL
10695,Warrior,3176,AL
10696,Magazine,847,AR
10697,Byrdstown,803,TN
10698,Bell,456,FL
10699,Crystal River,3108,FL
10700,Wadley,2061,GA
10701,Luverne,2800,AL
10702,Inverness,7210,FL
10703,Wrens,2187,GA
10704,Blue Mountain,124,AR
10705,Bulls Gap,738,TN
10706,Trenton,1999,FL
10707,Stephens,891,AR
10708,Brantley,809,AL
10709,Ahoskie,5039,NC
10710,Thibodaux,14566,LA
10711,Center Hill,988,FL
10712,Sardis,999,GA
10713,Scranton,224,AR
10714,Madison,3979,GA
10715,Beverly Beach,338,FL
10716,Coleman,703,FL
10717,Watauga,458,TN
10718,Magee,4408,MS
10719,Vidette,112,GA
10720,Buckhead,171,GA
10721,Savannah,6982,TN
10722,Casselberry,26241,FL
10723,South Fulton,2354,TN
10724,Mendenhall,2504,MS
10725,Bronson,1113,FL
10726,Waynesboro,5766,GA
10727,Temple,4228,GA
10728,Lowell,3526,NC
10729,Oviedo,33342,FL
10730,Union City,10895,TN
10731,Arabi,586,GA
10732,Williston,2768,FL
10733,Macon,2768,MS
10734,Villa Rica,13956,GA
10735,High Shoals,696,NC
10736,Lake Mary,13822,FL
10737,Woodland Mills,378,TN
10738,Ludowici,1703,GA
10739,South Daytona,12252,FL
10740,Brooksville,1223,MS
10741,Whitesburg,588,GA
10742,Bridgeton,454,NC
10743,Cape Canaveral,9912,FL
10744,Martin,11473,TN
10745,Thomasville,4209,AL
10746,Mascotte,5101,FL
10747,Louisville,6631,MS
10748,West Point,11307,MS
10749,Memphis,646889,TN
10750,Bronwood,225,GA
10751,Astatula,1810,FL
10752,Sandersville,5912,GA
10753,Cocoa,17140,FL
10754,Henry,464,TN
10755,Thornton,407,AR
10756,Arlington,11517,TN
10757,Tennille,1539,GA
10758,Cocoa Beach,11231,FL
10759,Little Flock,2585,AR
10760,Shellman,1083,GA
10761,Tavares,13951,FL
10762,Tillar,225,AR
10763,Saluda,713,NC
10764,Umatilla,3456,FL
10765,Lowell,7327,AR
10766,Smithville,575,GA
10767,Luthersville,874,GA
10768,Palm Bay,103190,FL
10769,Wilmar,511,AR
10770,Braden,282,TN
10771,Avoca,488,AR
10772,Rockledge,24926,FL
10773,Waynesboro,5043,MS
10774,Manchester,4230,GA
10775,Webster,785,FL
10776,Andrews,2861,SC
10777,Williston,395,TN
10778,Bella Vista,26461,AR
10779,Indian Harbour Beach,8225,FL
10780,Sycamore,711,GA
10781,Warm Springs,425,GA
10782,Wildwood,6709,FL
10783,Union Point,1617,GA
10784,Adamsville,2207,TN
10785,Woodbury,961,GA
10786,Longwood,13657,FL
10787,Siloam Springs,15039,AR
10788,Oakland,2538,FL
10789,Sylvester,6188,GA
10790,White Plains,284,GA
10791,Bethel Springs,718,TN
10792,Sanford,53570,FL
10793,Sulphur Springs,511,AR
10794,Ocoee,35579,FL
10795,Warwick,423,GA
10796,West Point,3474,GA
10797,Woodville,321,GA
10798,Mayflower,2234,AR
10799,Highfill,583,AR
10800,Winter Springs,33282,FL
10801,Meansville,182,GA
10802,Orlando,238300,FL
10803,Screven,766,GA
10804,Artesia,440,MS
10805,Vilonia,3815,AR
10806,Melbourne,76068,FL
10807,Mammoth Spring,977,AR
10808,Beatrice,301,AL
10809,Zebulon,1174,GA
10810,Lake Buena Vista,10,FL
10811,Caledonia,1041,MS
10812,Winchester,8530,TN
10813,Satellite Beach,10109,FL
10814,Salem,1635,AR
10815,Dade City,6437,FL
10816,Bluffton,103,GA
10817,Williamson,352,GA
10818,Highlands,924,NC
10819,Mansfield,410,GA
10820,Titusville,43761,FL
10821,Beaver,100,AR
10822,Aldora,103,GA
10823,Bassfield,254,MS
10824,Alliance,776,NC
10825,West Melbourne,18355,FL
10826,Sharon,140,GA
10827,Blue Eye,30,AR
10828,Ariton,764,AL
10829,Walterboro,5398,SC
10830,Arapahoe,556,NC
10831,Maitland,15751,FL
10832,Bowman,968,SC
10833,Biggers,347,AR
10834,Allendale,3482,SC
10835,Bude,1063,MS
10836,Bayboro,1263,NC
10837,Winter Garden,34568,FL
10838,Branchville,1024,SC
10839,Alpena,392,AR
10840,Boligee,328,AL
10841,Tifton,16350,GA
10842,South Pittsburg,2992,TN
10843,Bellefonte,454,AR
10844,Winter Park,27852,FL
10845,Banks,124,AR
10846,Ty Ty,725,GA
10847,Valley,9524,AL
10848,Weeki Wachee,12,FL
10849,Warren,6003,AR
10850,Whitwell,1699,TN
10851,Bergman,439,AR
10852,Babbie,603,AL
10853,Camp Hill,1014,AL
10854,Summit,604,AR
10855,Zephyrhills,13288,FL
10856,Hermitage,830,AR
10857,Autryville,196,NC
10858,Carolina,297,AL
10859,Anguilla,726,MS
10860,Yellville,1204,AR
10861,San Antonio,1138,FL
10862,Lincoln,6266,AL
10863,Andrews,1781,NC
10864,Heath,254,AL
10865,Sylvania,2956,GA
10866,Big Flat,105,AR
10867,Bon Air,116,AL
10868,Benton,1385,TN
10869,Winter Haven,33874,FL
10870,Brunson,554,SC
10871,Ball,4000,LA
10872,Mauldin,22889,SC
10873,Saint Cloud,35183,FL
10874,Sylacauga,12749,AL
10875,Bentonia,440,MS
10876,Boyce,1004,LA
10877,Madeira Beach,4263,FL
10878,Simpsonville,18238,SC
10879,Talladega,15676,AL
10880,Yazoo City,11403,MS
10881,Alapaha,668,GA
10882,Travelers Rest,4576,SC
10883,Belleair,3869,FL
10884,Blanchard,2899,LA
10885,Waycross,14649,GA
10886,Ansonville,631,NC
10887,Belleair Shore,109,FL
10888,Shreveport,199311,LA
10889,Sale City,380,GA
10890,Hemby Bridge,1520,NC
10891,Safety Harbor,16884,FL
10892,Benton,1948,LA
10893,Lumberton,2086,MS
10894,Campobello,502,SC
10895,Saint Pete Beach,9346,FL
10896,Haughton,3454,LA
10897,Beaumont,951,MS
10898,Spartanburg,37013,SC
10899,Saint Petersburg,244769,FL
10900,Springhill,5269,LA
10901,Willacoochee,1391,GA
10902,Wellford,2378,SC
10903,Seminole,17233,FL
10904,Haynesville,2327,LA
10905,Magnolia,2420,MS
10906,Woodruff,4090,SC
10907,South Pasadena,4964,FL
10908,Bernice,1689,LA
10909,McComb,12790,MS
10910,Beulaville,1296,NC
10911,Tarpon Springs,23484,FL
10912,Toomsboro,472,GA
10913,Marksville,5702,LA
10914,Calypso,538,NC
10915,Treasure Island,6705,FL
10916,Akron,356,AL
10917,Spanish Fort,6798,AL
10918,Blacksburg,1848,SC
10919,Thomaston,9170,GA
10920,Ashford,2148,AL
10921,Tampa,335709,FL
10922,Tega Cay,7620,SC
10923,Temple Terrace,24541,FL
10924,Livingston,3485,AL
10925,Avon,543,AL
10926,York,7736,SC
10927,Black,207,AL
10928,Sebastian,21929,FL
10929,York,2538,AL
10930,Vero Beach,15220,FL
10931,Macon,91351,GA
10932,Samson,1940,AL
10933,Hickory Grove,440,SC
10934,Slocomb,1980,AL
10935,Hayesville,311,NC
10936,Sebring,10491,FL
10937,Talbotton,970,GA
10938,Woodland,408,GA
10939,Argyle,212,GA
10940,Madison,769,AR
10941,Wauchula,5001,FL
10942,Sarasota,51917,FL
10943,Madison,24149,MS
10944,Saraland,13405,AL
10945,Caldwell,555,AR
10946,Wheatley,355,AR
10947,Venice,20748,FL
10948,Marion,3686,AL
10949,Satsuma,6168,AL
10950,Atlantic Beach,1495,NC
10951,Saint Marys,17121,GA
10952,Stuart,15593,FL
10953,Shiloh,445,GA
10954,Beaufort,4039,NC
10955,Woodbine,1412,GA
10956,Stillmore,532,GA
10957,Briny Breezes,601,FL
10958,Bogue,684,NC
10959,Brinson,215,GA
10960,Summertown,160,GA
10961,South Bay,4876,FL
10962,Cape Carteret,1917,NC
10963,Whigham,471,GA
10964,Swainsboro,7277,GA
10965,West Palm Beach,99919,FL
10966,Meigs,1035,GA
10967,Bigelow,315,AR
10968,Twin City,1742,GA
10969,Haverhill,1873,FL
10970,Wrightsville,2195,GA
10971,Highland Beach,3539,FL
10972,Thomasville,18413,GA
10973,Waldron,3618,AR
10974,Valdosta,54518,GA
10975,Tallassee,4819,AL
10976,Sanibel,6469,FL
10977,Liberty,3269,SC
10978,Marco Island,16413,FL
10979,Basile,1821,LA
10980,Wetumpka,6528,AL
10981,Lighthouse Point,10344,FL
10982,Smiths Station,4926,AL
10983,Ville Platte,7430,LA
10984,Margate,53284,FL
10985,Selma,20756,AL
10986,Marianna,6102,FL
10987,Valley Grande,4020,AL
10988,Alford,489,FL
10989,Sunrise,84439,FL
10990,West Monroe,13065,LA
10991,Bascom,121,FL
10992,Tamarac,60427,FL
10993,Cadwell,528,GA
10994,Campbellton,230,FL
10995,Autaugaville,870,AL
10996,Lucedale,2923,MS
10997,Billingsley,144,AL
10998,Bluffton,12530,SC
10999,Warner Robins,66588,GA
11000,Statesboro,28422,GA
11001,Poughkeepsie,32736,NY
11002,Oakland,1244,NE
11003,East Hartford,51252,CT
11004,Glastonbury Center,7387,CT
11005,Hazardville,4599,CT
11006,Kensington,8459,CT
11007,Crystal Lake,1945,CT
11008,Clinton,26885,IA
11009,East Brooklyn,1638,CT
11010,Alba,157,PA
11011,Athens,3367,PA
11012,Burlington,156,PA
11013,Canton,1976,PA
11014,Le Raysville,290,PA
11015,Monroe,554,PA
11016,New Albany,356,PA
11017,Rome,441,PA
11018,Sayre,5587,PA
11019,South Waverly,1027,PA
11020,Sylvania,219,PA
11021,Towanda,2919,PA
11022,Troy,1354,PA
11023,Wyalusing,596,PA
11024,Bradford,8770,PA
11025,Eldred,825,PA
11026,Kane,3730,PA
11027,Lewis Run,617,PA
11028,Mount Jewett,919,PA
11029,Port Allegany,2157,PA
11030,Smethport,1655,PA
11031,Harlan,5106,IA
11032,Grinnell,9218,IA
11033,Iowa City,67862,IA
11034,Eastlake,18577,OH
11035,Grand River,399,OH
11036,Kirtland,6866,OH
11037,Kirtland Hills,646,OH
11038,Lakeline,226,OH
11039,Madison,3184,OH
11040,Mentor,47159,OH
11041,Mentor-On-The-Lake,7443,OH
11042,North Perry,893,OH
11043,Painesville,19563,OH
11044,Perry,1663,OH
11045,Timberlake,675,OH
11046,Waite Hill,471,OH
11047,Wickliffe,12750,OH
11048,Willoughby,22268,OH
11049,Willoughby Hills,9485,OH
11050,Willowick,14171,OH
11051,Blooming Valley,337,PA
11052,Cambridge Springs,2595,PA
11053,Centerville,218,PA
11054,Cochranton,1136,PA
11055,Conneaut Lake,653,PA
11056,Conneautville,774,PA
11057,Hydetown,526,PA
11058,Linesville,1040,PA
11059,Meadville,13388,PA
11060,Saegertown,997,PA
11061,Spartansburg,305,PA
11062,Springboro,477,PA
11063,Titusville,5601,PA
11064,Townville,323,PA
11065,Venango,239,PA
11066,Woodcock,157,PA
11067,North Bend,1177,NE
11068,Scribner,857,NE
11069,Harbor View,123,OH
11070,Maumee,14286,OH
11071,Oregon,20291,OH
11072,Ottawa Hills,4517,OH
11073,Toledo,287208,OH
11074,Bryan,8545,OH
11075,Darien,20732,CT
11076,Georgetown,1805,CT
11077,Factoryville,1158,PA
11078,Laceyville,379,PA
11079,Meshoppen,563,PA
11080,Nicholson,767,PA
11081,Tunkhannock,1836,PA
11082,Durham,2933,CT
11083,East Hampton,2691,CT
11084,Higganum,1698,CT
11085,East Haven,29257,CT
11086,Middletown,28086,NY
11087,Newburgh,28866,NY
11088,Port Jervis,8828,NY
11089,Berea,19093,OH
11090,Bratenahl,1197,OH
11091,Brecksville,13656,OH
11092,Broadview Heights,19400,OH
11093,Brooklyn,11169,OH
11094,Brooklyn Heights,1543,OH
11095,Brook Park,19212,OH
11096,Chagrin Falls,4113,OH
11097,Dunseith,773,ND
11098,Cleveland,396815,OH
11099,Cleveland Heights,46121,OH
11100,Mylo,20,ND
11101,Cuyahoga Heights,638,OH
11102,Antler,27,ND
11103,East Cleveland,17843,OH
11104,Bottineau,2211,ND
11105,Gardena,29,ND
11106,Kramer,29,ND
11107,Landa,38,ND
11108,Lansford,245,ND
11109,Maxbass,84,ND
11110,Newburg,110,ND
11111,Overly,18,ND
11112,Canton City,45,ND
11113,Crystal,138,ND
11114,Drayton,824,ND
11115,Hamilton,61,ND
11116,Mountain,92,ND
11117,Neche,371,ND
11118,Pembina,592,ND
11119,Cando,1115,ND
11120,Egeland,28,ND
11121,Hansboro,12,ND
11122,Perth,9,ND
11123,Rocklake,101,ND
11124,Alsen,35,ND
11125,Calio,22,ND
11126,Calvin,20,ND
11127,Hannah,15,ND
11128,Langdon,1878,ND
11129,Loma,16,ND
11130,Milton,58,ND
11131,Munich,210,ND
11132,Nekoma,50,ND
11133,Osnabrock,134,ND
11134,Ambrose,26,ND
11135,Crosby,1070,ND
11136,Fortuna,22,ND
11137,Noonan,121,ND
11138,Bowbells,336,ND
11139,Flaxton,66,ND
11140,Lignite,155,ND
11141,Portal,126,ND
11142,Powers Lake,280,ND
11143,Glenburn,380,ND
11144,Grano,7,ND
11145,Loraine,9,ND
11146,Mohall,783,ND
11147,Burlington,1060,ND
11148,Carpio,157,ND
11149,Des Lacs,204,ND
11150,Donnybrook,59,ND
11151,Douglas,64,ND
11152,Kenmare,1096,ND
11153,Makoti,154,ND
11154,Minot,40888,ND
11155,Alamo,57,ND
11156,Epping,100,ND
11157,Grenora,244,ND
11158,Ray,592,ND
11159,Anamoose,227,ND
11160,Upham,130,ND
11161,Velva,1084,ND
11162,Voltaire,40,ND
11163,Deering,98,ND
11164,Drake,275,ND
11165,Granville,241,ND
11166,Karlsruhe,82,ND
11167,Kief,13,ND
11168,New Town,1925,ND
11169,Palermo,74,ND
11170,Parshall,903,ND
11171,Plaza,171,ND
11172,Brocket,57,ND
11173,Crary,142,ND
11174,Edmore,182,ND
11175,Hampden,48,ND
11176,Lawton,30,ND
11177,Ardoch,67,ND
11178,Edinburg,196,ND
11179,Fairdale,38,ND
11180,Fordville,212,ND
11181,Forest River,125,ND
11182,Grafton,4284,ND
11183,Hoople,242,ND
11184,Lankin,98,ND
11185,Minto,604,ND
11186,Park River,1403,ND
11187,Pisek,106,ND
11188,Brinsmade,35,ND
11189,Esmond,100,ND
11190,Knox,25,ND
11191,Leeds,427,ND
11192,Maddock,382,ND
11193,Minnewaukan,224,ND
11194,Oberon,105,ND
11195,Aneta,222,ND
11196,Lakota,672,ND
11197,McVille,349,ND
11198,Pekin,70,ND
11199,Petersburg,192,ND
11200,Emerado,414,ND
11201,Euclid,48920,OH
